sentence1,sentence2,similarity_score
"['antiputin', 'protest', 'form', 'human', 'chain', 'moscow']","['manifestant', 'antiputin', 'forman', 'cadena', 'humana', 'moscú']",3.8
"['washington', 'act', 'congress', 'sell', 'numm']","['ley', 'congreso', 'washington', 'venden', 'num', 'millon', 'dólare']",2.6
"['laker', 'fire', 'coach', 'mike', 'brown', 'num', 'start']","['entrenador', 'laker', 'mike', 'brown', 'despué', 'comienzo', 'num']",4.4
"['canadian', 'muslim', 'issu', 'fatwa', 'honor', 'kill']","['musulman', 'canadiens', 'emiten', 'fatwa', 'asesinato', 'honor']",3.4
"['un', 'take', 'syria', 'resolut']","['nacion', 'unida', 'encargarán', 'resolución', 'siria']",3.6
"['soldier', 'cant', 'recal', 'massacr']","['masacr', 'soldado', 'pued', 'recordar']",4.4
"['libya', 'pm', 'name', 'new', 'cabinet', 'protest', 'origin']","['pm', 'libia', 'nombra', 'nuevo', 'gabinet', 'despué', 'protesta', 'origin']",1.2
"['num', 'foreign', 'soldier', 'kill', 'afghan', 'east']","['num', 'soldado', 'extranjero', 'muerto', 'afganistán']",3.8
"['syrian', 'forc', 'storm', 'central', 'town']","['fuerza', 'siria', 'asaltan', 'ciudad', 'central']",2.5
"['pak', 'num', 'dead', 'antiislam', 'film', 'protest']","['num', 'muerto', 'protesta', 'película', 'antiislamista']",2.2
"['caus', 'whitney', 'houston', 'death', 'could', 'take', 'week']","['causa', 'muert', 'whitney', 'houston', 'podría', 'llevar', 'semana']",1.8
"['n', 'korea', 'warn', 'retali', 'south', 'korea', 'drill']","['corea', 'nort', 'adviert', 'represalia', 'simulacro', 'corea', 'sur']",3.6
"['tale', 'two', 'pass', 'new', 'york', 'giant', 'super', 'bowl']","['cuento', 'do', 'pa', 'cómo', 'gigant', 'nueva', 'york', 'ganaron', 'super', 'bowl']",1.4
"['one', 'dead', 'new', 'isra', 'strike', 'gaza']","['muerto', 'nuevo', 'ataqu', 'israelí', 'gaza']",3.6
"['germani', 'like', 'press', 'russia', 'syrian', 'crisi']","['alemania', 'podría', 'presionar', 'rusia', 'crisi', 'siria']",1.0
"['four', 'serious', 'injur', 'mnum', 'motorway', 'crash']","['cuatro', 'herido', 'graf', 'accident', 'autopista', 'mnum']",3.6
"['un', 'aid', 'chief', 'amo', 'enter', 'baba', 'amr', 'red', 'crescent']","['jefe', 'ayuda', 'onu', 'amo', 'entra', 'baba', 'amr', 'medium', 'luna', 'roja']",2.0
"['dozen', 'kill', 'nigerian', 'riot']","['docena', 'muerto', 'disturbio', 'nigeria']",1.0
"['profil', 'egypt', 'main', 'presidenti', 'candid']","['perfil', 'principal', 'candidato', 'presidencial', 'egipto']",1.2
"['actor', 'gazzara', 'dead', 'num']","['actor', 'gazzara', 'murió', 'num', 'año']",4.4
"['british', 'gold', 'rush', 'silenc', 'gripe', 'cost']","['fiebr', 'oro', 'británica', 'silencia', 'queja', 'costo']",0.6
"['avalanch', 'buri', 'least', 'num', 'pakistani', 'soldier']","['avalancha', 'entierra', 'meno', 'num', 'soldado', 'paquistaní']",4.6
"['inflat', 'fall', 'nummonth', 'low', 'analyst', 'say']","['inflación', 'cae', 'nivel', 'bajo', 'num', 'me', 'dicen', 'analista']",4.6
"['komen', 'wont', 'cut', 'plan', 'parenthood', 'fund']","['komen', 'recortará', 'fondo', 'plan', 'parenthood']",3.0
"['forex', 'amp', 'gold', 'num', 'august', 'num']","['forex', 'amp', 'oro', 'num', 'agosto', 'num']",2.2
"['iran', 'say', 'un', 'nuclear', 'talk', 'continu']","['irán', 'dice', 'conversacion', 'nuclear', 'onu', 'continuarán']",2.8
"['agribusi', 'mad', 'cow', 'diseas', 'found', 'california']","['agronegocio', 'enfermedad', 'vaca', 'loca', 'encontrada', 'california']",4.2
"['bp', 'sell', 'gulf', 'mexico', 'asset', 'num', 'bil']","['bp', 'vend', 'activo', 'golfo', 'méxico', 'num', 'mil', 'millon', 'dólare']",3.6
"['num', 'potenti', 'jimmi', 'savil', 'victim', 'polic']","['num', 'potencial', 'víctima', 'jimmi', 'savil', 'policía']",3.6
"['armstrong', 'step', 'livestrong']","['armstrong', 'retira', 'livestrong']",4.6
"['u', 'drone', 'strike', 'kill', 'num', 'milit', 'pakistan']","['ataqu', 'dron', 'estadounidens', 'mata', 'num', 'militant', 'pakistán']",1.8
"['syrian', 'govt', 'wont', 'stop', 'attack']","['gobierno', 'sirio', 'detendrá', 'ataqu']",1.0
"['chines', 'stock', 'close', 'higher', 'midday', 'friday']","['accion', 'china', 'cierran', 'alza', 'viern', 'mediodía']",4.6
"['myanmar', 'opposit', 'claim', 'suu', 'kyi', 'win']","['myanmar', 'oposición', 'reclama', 'victoria', 'suu', 'kyi']",3.2
"['obama', 'poll', 'rate', 'drop', 'boost', 'republican', 'rival']","['índice', 'encuesta', 'obama', 'cae', 'impulso', 'rival', 'republicano']",1.0
"['two', 'aust', 'soldier', 'wound', 'afghanistan']","['do', 'soldado', 'aust', 'herido', 'afganistán']",1.2
"['new', 'syria', 'opposit', 'chief', 'want', 'nostr', 'aid']","['jefe', 'oposición', 'nueva', 'siria', 'quier', 'ayuda', 'atadura']",1.0
"['south', 'africa', 'mine', 'clash', 'kill', 'least', 'num']","['choqu', 'mina', 'sudáfrica', 'mata', 'meno', 'num', 'persona']",0.8
"['syrian', 'forc', 'bombard', 'hom', 'russia', 'warn', 'civil', 'war']","['fuerza', 'siria', 'bombardean', 'hom', 'rusia', 'adviert', 'guerra', 'civil']",2.6
"['egypt', 'presidenti', 'elect', 'result', 'delay']","['retrasan', 'resultado', 'eleccion', 'presidencial', 'egipto']",4.2
"['deadlin', 'pass', 'new', 'iran', 'sanction']","['plazo', 'pasa', 'nueva', 'sancion', 'irán']",1.6
"['arrest', 'russian', 'killer', 'deni', 'tie', 'pussi', 'riot']","['asesino', 'ruso', 'arrestado', 'niega', 'vínculo', 'pussi', 'riot']",0.8
"['norway', 'memori', 'honour', 'num', 'massacr', 'victim']","['memori', 'noruega', 'honra', 'num', 'víctima', 'masacr']",2.8
"['u', 'afghanistan', 'gener', 'link', 'petraeu', 'scandal']","['gener', 'eeuu', 'afganistán', 'relacionado', 'escándalo', 'petraeu']",3.8
"['chines', 'stock', 'fall', 'rrr', 'cut', 'may', 'num']","['existencia', 'china', 'caen', 'tra', 'recort', 'rrr', 'num', 'mayo']",2.0
"['nkorea', 'make', 'signific', 'nuclear', 'reactor', 'progress', 'iaea']","['corea', 'nort', 'hace', 'progreso', 'significativo', 'reactor', 'nuclear', 'oiea']",2.8
"['maldiv', 'presid', 'quit', 'polic', 'mutini', 'protest']","['president', 'maldiva', 'renuncia', 'despué', 'motín', 'polici', 'protesta']",3.4
"['nato', 'strike', 'kill', 'civilian', 'afghanistan']","['ataqu', 'otan', 'mata', 'civil', 'afganistán']",0.8
"['alqaida', 'say', 'captur', 'num', 'yemeni', 'soldier', 'abyan', 'battl']","['alqaeda', 'dice', 'captura', 'num', 'soldado', 'yemení', 'batalla', 'abyan']",1.4
"['navi', 'jet', 'crash', 'u', 'apart', 'pilot', 'eject']","['jet', 'marina', 'estrella', 'apartamento', 'eeuu', 'piloto', 'eyectan']",3.4
"['china', 'stock', 'open', 'higher', 'wednesday']","['existencia', 'china', 'abren', 'alza', 'miércol']",0.8
"['idf', 'deploy', 'iron', 'dome', 'central', 'israel']","['fdi', 'desplegarán', 'cúpula', 'hierro', 'centro', 'israel']",0.0
"['num', 'kill', 'u', 'drone', 'strike', 'pakistan']","['num', 'muerto', 'ataqu', 'drone', 'eeuu', 'pakistán']",3.0
"['u', 'teen', 'held', 'chicago', 'jihad', 'car', 'bomb', 'plot']","['adolescent', 'estadounidens', 'detenido', 'chicago', 'atentado', 'coch', 'bomba']",3.4
"['pc', 'david', 'rathband', 'twin', 'brother', 'fear', 'bestest', 'mate']","['pc', 'david', 'rathband', 'temor', 'hermano', 'gemelo', 'mejor', 'amigo']",0.2
"['syrian', 'forc', 'move', 'retak', 'aleppo']","['fuerza', 'siria', 'mueven', 'retomar', 'aleppo']",4.4
"['nummemb', 'parliamentari', 'trade', 'team', 'leaf', 'india']","['equipo', 'parlamentario', 'comerci', 'num', 'miembro', 'part', 'hacia', 'india']",0.0
"['wall', 'street', 'open', 'lower']","['wall', 'street', 'abr', 'abajo']",2.0
"['europ', 'share', 'bounc', 'china', 'stimulu', 'seen']","['accion', 'europa', 'recuperan', 'medida', 'observa', 'mayor', 'estímulo', 'china']",0.8
"['stock', 'index', 'futur', 'point', 'lower', 'start']","['futuro', 'índice', 'bursátil', 'apuntan', 'comienzo', 'bajo']",4.4
"['man', 'charg', 'mp', 'hurt', 'attack']","['hombr', 'cargado', 'despué', 'mp', 'lesionó', 'ataqu']",1.4
"['nokia', 'apologis', 'fake', 'ad']","['nokia', 'disculpa', 'anuncio', 'falso']",0.0
"['u', 'drone', 'strike', 'kill', 'num', 'milit', 'pakistan']","['ataqu', 'dron', 'estadounidens', 'mata', 'num', 'militant', 'pakistán']",3.0
"['syria', 'rebel', 'leav', 'besieg', 'hom']","['rebeld', 'siria', 'abandonan', 'asedio', 'hom']",4.4
"['u', 'order', 'nonessenti', 'staff', 'leav', 'sudan', 'tunisia']","['unido', 'ordena', 'person', 'esenci', 'abandon', 'sudán', 'túnez']",4.0
"['egypt', 'mubarak', 'critic']","['crítico', 'mubarak', 'egipto']",4.6
"['assad', 'say', 'mercenari', 'behind', 'syria', 'unrest']","['assad', 'dice', 'mercenario', 'detrá', 'disturbio', 'siria']",3.3333333
"['japan', 'pm', 'dissolv', 'lower', 'hous', 'elect']","['primer', 'ministro', 'japón', 'disuelv', 'cámara', 'baja', 'elección']",0.0
"['two', 'kill', 'new', 'isra', 'strike', 'gaza', 'medic']","['do', 'muerto', 'nuevo', 'ataqu', 'israelí', 'gaza', 'médico']",2.0
"['navi', 'jet', 'crash', 'virginia', 'build', 'injur', 'six']","['avión', 'marina', 'estrella', 'edificio', 'virginia', 'hiriendo', 'sei']",3.2
"['one', 'nato', 'soldier', 'kill', 'afghanistan']","['soldado', 'otan', 'asesinado', 'sur', 'afganistán']",3.2
"['spain', 'jobless', 'rate', 'hit', 'new', 'high']","['tasa', 'desempleo', 'españa', 'alcanza', 'nuevo', 'récord']",4.2
"['turkey', 'scrambl', 'jet', 'near', 'border']","['turquía', 'revuelv', 'chorro', 'cerca', 'frontera']",3.6
"['two', 'die', 'syria', 'violenc', 'un', 'monitor', 'land']","['do', 'muerto', 'violencia', 'siria', 'despué', 'onu', 'vigila', 'tierra']",0.0
"['civilian', 'defector', 'kill', 'syria', 'say', 'ngo']","['civil', 'desertor', 'asesinado', 'siria', 'dice', 'ong']",1.0
"['taiwan', 'rattl', 'strong', 'earthquak']","['taiwán', 'sacudido', 'fuert', 'terremoto']",1.2
"['bank', 'england', 'paul', 'tucker', 'taint', 'libor', 'mess']","['paul', 'tucker', 'banco', 'inglaterra', 'contaminado', 'desastr', 'libor']",2.8
"['red', 'cross', 'say', 'negoti', 'halt', 'fight', 'syria', 'take', 'aid']","['cruz', 'roja', 'dice', 'negociar', 'cese', 'combat', 'siria', 'recibir', 'ayuda']",4.4
"['syrian', 'forc', 'shoot', 'civilian', 'bu']","['fuerza', 'siria', 'disparan', 'civil', 'autobú']",0.8
"['german', 'parliament', 'overwhelmingli', 'back', 'greek', 'rescu', 'deal']","['parlamento', 'alemán', 'apoya', 'abrumadorament', 'acuerdo', 'rescat', 'griego']",4.4
"['bomb', 'clash', 'continu', 'syria']","['bombardeo', 'enfrentamiento', 'continúan', 'siria']",3.4
"['burma', 'reform', 'bring', 'eas', 'u', 'sanction']","['reforma', 'birmania', 'traen', 'consigo', 'flexibilización', 'sancion', 'eeuu']",2.4
"['usain', 'bolt', 'win', 'numm', 'steven', 'howard', 'reaction']","['usain', 'bolt', 'gana', 'numm', 'reacción', 'steven', 'howard']",0.2
"['dozen', 'dead', 'taliban', 'resort', 'attack']","['docena', 'muerto', 'ataqu', 'centro', 'turístico', 'talibán']",0.4
"['heavi', 'fight', 'rock', 'eastern', 'syria', 'ahead', 'poll']","['fuert', 'lucha', 'sacud', 'siria', 'votación']",3.8
"['china', 'yuan', 'weaken', 'num', 'usd', 'monday']","['yuan', 'chino', 'debilita', 'num', 'frent', 'usd', 'lune']",2.8
"['num', 'dead', 'christian', 'school', 'shoot']","['num', 'muerto', 'tiroteo', 'escuela', 'cristiana']",1.4
"['indonesia', 'antiterror', 'squad', 'kill', 'two', 'suspect', 'milit']","['escuadrón', 'antiterrorista', 'indonesia', 'mata', 'do', 'presunto', 'militant']",3.2
"['u', 'elect', 'mitt', 'romney', 'conced', 'defeat', 'barack', 'obama', 'win', 'second', 'term']","['elección', 'unido', 'mitt', 'romney', 'admit', 'derrota', 'barack', 'obama', 'gana', 'segundo', 'mandato']",4.0
"['armenian', 'vote', 'parliamentari', 'elect']","['armenio', 'votan', 'eleccion', 'parlamentaria']",3.2
"['sachin', 'tendulkar', 'sworn', 'indian', 'senat']","['sachin', 'tendulkar', 'juramentado', 'senador', 'india']",1.6
"['navi', 'jet', 'crash', 'apart', 'build']","['avión', 'marina', 'estrella', 'edificio', 'apartamento']",3.6
"['romney', 'win', 'big', 'puerto', 'rico', 'primari']","['romney', 'gana', 'grand', 'primaria', 'puerto', 'rico']",1.5
"['yahoo', 'name', 'googl', 'mayer', 'ceo', 'report']","['yahoo', 'nombrará', 'mayer', 'googl', 'ceo', 'inform']",4.2
"['u', 'soldier', 'accus', 'afghan', 'massacr', 'hire', 'promin', 'crimin', 'lawyer']","['soldado', 'estadounidens', 'acusado', 'masacr', 'afganistán', 'contrata', 'prominent', 'abogado', 'criminalista']",2.0
"['nummagnitud', 'quak', 'hit', 'northern', 'itali', 'usg']","['terremoto', 'magnitud', 'num', 'golpea', 'nort', 'italia', 'usg']",1.6
"['u', 'govt', 'offici', 'design', 'haqqani', 'network', 'terrorist']","['gobierno', 'eeuu', 'designa', 'oficialment', 'red', 'haqqani', 'terrorista']",4.4
"['motor', 'race', 'button', 'fastest', 'year', 'first', 'fnum', 'practic']","['carrera', 'coch', 'botón', 'rápido', 'primera', 'práctica', 'fnum', 'año']",3.0
"['ranger', 'vote', 'divis', 'three']","['ranger', 'votaron', 'división', 'tre']",4.8
"['newark', 'mayor', 'save', 'neighbor', 'fire']","['alcald', 'newark', 'salva', 'vecino', 'incendio']",4.2
"['fnum', 'protest', 'bahrain']","['protesta', 'fnum', 'bahrein']",2.25
"['new', 'york', 'stock', 'exchang', 'reopen', 'wednesday']","['bolsa', 'nueva', 'york', 'reabrirá', 'miércol']",3.0
"['hom', 'mortar', 'fire', 'kill', 'num']","['fuego', 'mortero', 'hom', 'mata', 'num']",2.6
"['hundr', 'honor', 'student', 'kill', 'ohio', 'shoot']","['ciento', 'estudiant', 'honor', 'muerto', 'tiroteo', 'ohio']",2.0
"['bomb', 'southern', 'thailand', 'kill', 'num', 'wound', 'num']","['bomba', 'sur', 'tailandia', 'matan', 'num', 'hieren', 'num']",3.0
"['u', 'lawmak', 'take', 'next', 'step', 'new', 'iran', 'sanction']","['legislador', 'eeuu', 'dan', 'siguient', 'paso', 'nueva', 'sancion', 'irán']",0.2
"['barack', 'obama', 'admit', 'u', 'nuclear', 'weapon', 'need']","['barack', 'obama', 'admit', 'eeuu', 'arma', 'nuclear', 'necesitamo']",0.4
"['num', 'rocket', 'hit', 'eshkol', 'region', 'injuri']","['num', 'cohet', 'impactaron', 'región', 'eshkol', 'herido']",1.8
"['betray', 'disabl', 'worker', 'protest', 'remploy', 'closur']","['trabajador', 'discapacitado', 'traicionado', 'protestan', 'cierr', 'remploy']",0.6
"['dr', 'congo', 'rebel', 'kill', 'park', 'ranger']","['rebeld', 'rd', 'congo', 'matan', 'guardabosqu']",4.0
"['nine', 'pakistani', 'troop', 'kill', 'milit', 'ambush']","['nuev', 'tropa', 'paquistaní', 'muerta', 'emboscada', 'militant']",0.8
"['num', 'dead', 'egypt', 'soccer', 'violenc']","['num', 'muerto', 'violencia', 'fútbol', 'egipto']",3.2
"['unrest', 'tens', 'nigeria', 'leaf', 'least', 'num', 'dead']","['disturbio', 'tensa', 'nigeria', 'dejan', 'meno', 'num', 'muerto']",0.2
"['hurrican', 'sandi', 'make', 'landfal', 'southeastern', 'jamaica', 'nhc']","['huracán', 'sandi', 'toca', 'tierra', 'sudest', 'jamaica', 'nhc']",3.0
"['remark', 'prime', 'minist', 'elkeib', 'meet']","['comentario', 'primer', 'ministro', 'elkeib', 'despué', 'reunión']",1.5
"['barrick', 'talk', 'china', 'firm', 'african', 'asset']","['barrick', 'conversacion', 'empresa', 'china', 'activo', 'africano']",1.2
"['mall', 'attack', 'use', 'le', 'strategi']","['atacant', 'centro', 'comerci', 'usaron', 'estrategia', 'meno']",3.0
"['weak', 'earn', 'drag', 'stock', 'lower']","['bajo', 'ingreso', 'arrastran', 'accion', 'baja']",3.8
"['num', 'quak', 'strike', 'solomon', 'island']","['num', 'terremoto', 'golpea', 'isla', 'salomón']",3.2
"['liquid', 'ammonia', 'leak', 'kill', 'num', 'shanghai']","['fuga', 'amoníaco', 'líquido', 'mata', 'num', 'persona', 'shanghai']",4.6
"['friend', 'syria', 'recogn', 'opposit', 'coalit', 'legitim', 'repres', 'syrian', 'peopl']","['amigo', 'siria', 'reconoc', 'coalición', 'oposición', 'representant', 'legítimo', 'pueblo', 'sirio']",4.0
"['weiner', 'stay', 'nyc', 'mayor', 'race', 'amid', 'new', 'sext', 'scandal']","['weiner', 'queda', 'carrera', 'alcaldía', 'nueva', 'york', 'medio', 'nuevo', 'escándalo', 'sext']",3.0
"['death', 'toll', 'rise', 'russia', 'plane', 'crash']","['aumenta', 'número', 'muerto', 'accident', 'avión', 'rusia']",0.0
"['indian', 'medium', 'commonwealth', 'summit']","['medio', 'comunicación', 'indio', 'cumbr', 'commonwealth']",2.8
"['syria', 'militari', 'polic', 'chief', 'defect', 'opposit']","['jefe', 'policía', 'militar', 'siria', 'opon', 'oposición']",5.0
"['boe', 'num', 'dreamlin', 'catch', 'fire', 'stock', 'take', 'beat']","['boe', 'num', 'dreamlin', 'incendia', 'stock', 've', 'afectado']",4.6
"['yvett', 'cooper', 'back', 'gay', 'marriag', 'bill']","['yvett', 'cooper', 'apoya', 'proyecto', 'ley', 'matrimonio', 'gay']",2.6
"['five', 'kill', 'belgian', 'coach', 'crash']","['cinco', 'muerto', 'accident', 'autocar', 'belga']",3.8
"['gunman', 'abduct', 'seven', 'foreign', 'worker', 'nigeria']","['pistolero', 'secuestran', 'siet', 'trabajador', 'extranjero', 'nigeria']",3.4
"['swiss', 'tourist', 'gangrap', 'india']","['turista', 'suizo', 'violado', 'grupo', 'india']",5.0
"['palestinian', 'clash', 'isra', 'forc', 'west', 'bank', 'jerusalem']","['palestino', 'enfrentan', 'fuerza', 'israelí', 'ribera', 'occident', 'jerusalén']",4.2
"['israel', 'plane', 'strike', 'insid', 'syria']","['avion', 'israel', 'atacan', 'dentro', 'siria']",4.6
"['iranian', 'vote', 'presidenti', 'elect']","['iraní', 'votan', 'eleccion', 'presidencial']",0.4
"['num', 'kill', 'new', 'darfur', 'tribal', 'clash']","['num', 'muerto', 'nuevo', 'enfrentamiento', 'tribal', 'darfur']",2.8
"['protest', 'u', 'drone', 'strike', 'pak', 'postpon']","['pospon', 'protesta', 'ataqu', 'drone', 'estadounidens', 'pak']",1.4
"['num', 'kill', 'bu', 'accid', 'pakistan']","['num', 'muerto', 'accident', 'autobú', 'pakistán']",3.2
"['carney', 'set', 'high', 'bar', 'chang', 'boe']","['carney', 'pone', 'listón', 'alto', 'cambiar', 'boe']",5.0
"['num', 'arrest', 'deadli', 'bangladesh', 'build', 'collaps']","['num', 'detenido', 'tra', 'mortal', 'derrumb', 'edificio', 'bangladesh']",2.4
"['suicid', 'bomber', 'kill', 'num', 'u', 'base', 'afghanistan']","['terrorista', 'suicida', 'mata', 'tre', 'persona', 'base', 'eeuu', 'afganistán']",2.8
"['afghan', 'flock', 'colleg', 'even', 'taliban', 'loom']","['afgano', 'acuden', 'masa', 'universidad', 'incluso', 'taliban', 'acercan']",0.6
"['north', 'korea', 'postpon', 'famili', 'reunion', 'south']","['corea', 'nort', 'pospon', 'reunion', 'familiar', 'sur']",5.0
"['appl', 'revenu', 'miss', 'iphon', 'disappoint']","['ingreso', 'appl', 'fallan', 'nuevo', 'iphon', 'decepciona']",0.6
"['gunman', 'kill', 'num', 'foreign', 'tourist', 'northern', 'pakistan']","['hombr', 'armado', 'matan', 'num', 'turista', 'extranjero', 'nort', 'pakistán']",3.4
"['david', 'beckham', 'announc', 'retir', 'soccer']","['david', 'beckham', 'anuncia', 'retiro', 'fútbol']",4.4
"['matt', 'smith', 'leav', 'doctor', 'num', 'year']","['matt', 'smith', 'dejará', 'doctor', 'who', 'despué', 'num', 'año']",4.0
"['gener', 'divid', 'gay', 'marriag']","['generacion', 'dividida', 'matrimonio', 'gay']",0.0
"['num', 'kill', 'iraq', 'car', 'bomb']","['num', 'muerto', 'atentado', 'coch', 'bomba', 'iraq']",1.6
"['man', 'set', 'fire', 'nation', 'mall', 'dy', 'injuri']","['hombr', 'prendió', 'fuego', 'nation', 'mall', 'muer', 'lesion']",5.0
"['taliban', 'attack', 'kill', 'num', 'civilian', 'afghanistan']","['ataqu', 'taliban', 'matan', 'num', 'civil', 'afganistán']",1.4
"['egypt', 'minist', 'surviv', 'assassin', 'attempt']","['ministro', 'egipto', 'sobrev', 'intento', 'asesinato']",1.6
"['exfirst', 'ladi', 'barbara', 'bush', 'leaf', 'texa', 'hospit']","['ex', 'primera', 'dama', 'barbara', 'bush', 'deja', 'hospit', 'texa']",4.6
"['schumach', 'coma', 'ski', 'accid']","['schumach', 'coma', 'despué', 'accident', 'esquí']",4.0
"['num', 'kill', 'chines', 'polic', 'station', 'attack']","['num', 'muerto', 'ataqu', 'estación', 'policía', 'china']",5.0
"['bradley', 'cooper', 'jj', 'abram', 'talk', 'film', 'lanc', 'armstrong', 'biopic']","['bradley', 'cooper', 'jj', 'abram', 'hablan', 'filmación', 'película', 'biográfica', 'lanc', 'armstrong']",4.0
"['boe', 'airlin', 'crash', 'russia', 'num', 'kill']","['avión', 'boe', 'estrella', 'rusia', 'num', 'muerto']",3.8
"['eu', 'minist', 'determin', 'resolv', 'horsemeat', 'scandal']","['ministro', 'ue', 'decidido', 'resolv', 'escándalo', 'carn', 'caballo']",4.4
"['thai', 'opposit', 'parti', 'boycott', 'gener', 'elect']","['partido', 'oposición', 'tailandesa', 'boicoteará', 'eleccion', 'general']",4.8
"['bangladesh', 'build', 'collaps', 'death', 'toll', 'hit', 'num', 'armi']","['colapso', 'edificio', 'bangladesh', 'deja', 'num', 'muerto', 'ejército']",2.6
"['jagan', 'reddi', 'shift', 'hospit', 'power', 'crisi', 'continu', 'seemandhra']","['jagan', 'reddi', 'trasladó', 'hospit', 'crisi', 'energía', 'continúa', 'seemandhra']",4.2
"['central', 'african', 'republ', 'presid', 'overthrown', 'rebel']","['president', 'república', 'centroafricana', 'derrocado', 'rebeld']",2.6
"['brazil', 'tie', 'num', 'england', 'maracana', 'reopen']","['brasil', 'empató', 'num', 'inglaterra', 'reapertura', 'maracaná']",5.0
"['california', 'wildfir', 'num', 'line', 'firefight', 'labor', 'limit', 'damag', 'video']","['incendio', 'forest', 'california', 'num', 'línea', 'bombero', 'trabajan', 'limitar', 'daño', 'video']",3.8
"['georg', 'w', 'bush', 'warn', 'bitter', 'immigr', 'debat']","['georg', 'w', 'bush', 'adviert', 'amargo', 'debat', 'inmigración']",3.0
"['mandela', 'hospit', 'respond', 'treatment']","['mandela', 'hospitalizado', 'respondiendo', 'tratamiento']",3.4
"['russia', 'condemn', 'north', 'korean', 'nuclear', 'test']","['rusia', 'condena', 'prueba', 'nuclear', 'corea', 'nort']",1.2
"['hundr', 'bangladesh', 'cloth', 'factori', 'worker', 'ill']","['ciento', 'trabajador', 'fábrica', 'ropa', 'bangladesh', 'enfermo']",4.4
"['yemen', 'suicid', 'bomb', 'kill', 'soldier']","['atentado', 'suicida', 'yemen', 'mata', 'soldado']",2.0
"['num', 'trap', 'russian', 'coal', 'mine', 'blast']","['num', 'atrapado', 'explosión', 'mina', 'carbón', 'rusa']",2.8
"['thai', 'protest', 'break', 'armi', 'headquart']","['manifestant', 'tailandes', 'irrumpen', 'cuartel', 'gener', 'ejército']",4.6
"['israel', 'conduct', 'airstrik', 'syria']","['israel', 'lleva', 'cabo', 'ataqu', 'aéreo', 'siria']",4.4
"['polic', 'fire', 'tear', 'ga', 'dispers', 'protest', 'tuni']","['policía', 'dispara', 'ga', 'lacrimógeno', 'dispersar', 'manifestant', 'túnez']",2.2
"['egypt', 'main', 'opposit', 'reject', 'presid', 'call', 'dialogu']","['princip', 'oposición', 'egipto', 'rechaza', 'llamado', 'diálogo', 'president']",3.8
"['tokyo', 'host', 'num', 'olymp', 'game']","['tokio', 'sede', 'juego', 'olímpico', 'num']",1.4
"['hous', 'start', 'num', 'may']","['vivienda', 'inician', 'num', 'mayo']",4.6
"['gtcuba', 'castro', 'assum', 'celac', 'presid']","['castro', 'cuba', 'asum', 'presidencia', 'celac']",5.0
"['num', 'magnitud', 'earthquak', 'hit', 'new', 'zealand']","['terremoto', 'magnitud', 'num', 'golpea', 'nueva', 'zelanda']",0.2
"['dozen', 'fear', 'trap', 'india', 'build', 'collaps']","['teme', 'docena', 'persona', 'queden', 'atrapada', 'colapso', 'edificio', 'india']",3.0
"['daili', 'press', 'brief', 'south', 'sudan']","['reunión', 'informativa', 'diaria', 'prensa', 'sudán', 'sur']",1.2
"['islamist', 'attack', 'north', 'mali', 'citi', 'suicid', 'bomb']","['islamista', 'atacan', 'ciudad', 'nort', 'malí', 'despué', 'atentado', 'suicida']",3.2
"['britain', 'set', 'deport', 'abu', 'qatada']","['gran', 'bretaña', 'dispon', 'deportar', 'abu', 'qatada']",2.2
"['french', 'parliament', 'back', 'reform', 'law', 'prostitut']","['parlamento', 'francé', 'apoya', 'reforma', 'ley', 'prostitución']",0.8
"['shot', 'explos', 'heard', 'thai', 'continu', 'protest', 'bangkok']","['oyen', 'disparo', 'explosion', 'mientra', 'tailandes', 'siguen', 'protestando', 'bangkok']",2.6
"['isra', 'militari', 'focu', 'northern', 'border']","['ejército', 'israelí', 'centrum', 'frontera', 'nort']",1.6
"['north', 'korea', 'block', 'kaesong', 'access']","['corea', 'nort', 'bloquea', 'acceso', 'kaesong']",1.0
"['man', 'sentenc', 'num', 'year', 'prison']","['man', 'condenado', 'num', 'año', 'prisión']",0.4
"['u', 'senat', 'approv', 'fiscal', 'cliff', 'deal']","['senado', 'eeuu', 'aprueba', 'acuerdo', 'acantilado', 'fiscal']",3.4
"['zimmerman', 'stop', 'speed', 'texa', 'releas', 'warn']","['zimmerman', 'detenido', 'exceso', 'velocidad', 'texa', 'liberado', 'advertencia']",5.0
"['iran', 'rouhani', 'warn', 'talibanis', 'syria']","['rouhani', 'irán', 'adviert', 'talibanización', 'siria']",1.4
"['syria', 'deni', 'report', 'deadli', 'damascu', 'nerv', 'ga', 'attack']","['siria', 'niega', 'inform', 'mortal', 'ataqu', 'ga', 'nervioso', 'damasco']",0.0
"['china', 'stock', 'close', 'higher', 'econom', 'meet']","['existencia', 'china', 'cierran', 'alto', 'despué', 'reunión', 'económica']",3.4
"['russia', 'unveil', 'num', 'billion', 'oil', 'link', 'pacif']","['rusia', 'revela', 'enlac', 'petrolero', 'num', 'millon', 'dólare', 'pacífico']",3.4
"['polic', 'kill', 'gunman', 'find', 'num', 'dead', 'colo', 'home']","['policía', 'mata', 'pistolero', 'encuentra', 'num', 'muerto', 'casa', 'colo']",2.0
