sentence1,sentence2,score
"['amazon', 'bezo', 'buy', 'washington', 'post', 'num', 'million']","['amazon', 'bezo', 'buy', 'washington', 'post', 'numm']",4.6
"['obama', 'econom', 'tour', 'buffet', 'low', 'expect']","['obama', 'encourag', 'boy', 'scout', 'end', 'ban', 'gay']",1.8
"['israel', 'vow', 'deni', 'hezbollah', 'air', 'strike']","['car', 'bomb', 'kill', 'four', 'hezbollah', 'beirut', 'bastion', 'minist']",0.6000000000000001
"['franc', 'welcom', 'usrussia', 'deal', 'syria']","['arab', 'leagu', 'welcom', 'usrussian', 'deal', 'syria']",2.4
"['french', 'soldier', 'central', 'african', 'republ']","['gun', 'battl', 'central', 'african', 'capit', 'creat', 'fresh', 'panic']",2.0
"['un', 'resolut', 'order', 'syria', 'chemic', 'arm', 'destroy']","['germani', 'readi', 'help', 'syria', 'chemic', 'mission']",1.0
"['exclusiveupd', 'numegypt', 'promursi', 'allianc', 'signal', 'flexibl', 'talk']","['exclusiveupd', 'numegypt', 'promursi', 'allianc', 'signal', 'flexibl', 'talk']",4.6
"['david', 'beckham', 'retir', 'end', 'season']","['david', 'beckham', 'retir', 'footbal']",4.2
"['libya', 'abruptli', 'close', 'border', 'four', 'countri']","['libya', 'close', 'border', 'declar', 'martial', 'law', 'south']",3.4
"['nummagnitud', 'quak', 'hit', 'greec', 'usg']","['nummagnitud', 'quak', 'jolt', 'japan']",1.0
"['search', 'man', 'swept', 'sea']","['lara', 'plan', 'visit', 'nepal']",0.2
"['milit', 'stage', 'pakistan', 'jailbreak']","['taliban', 'prison', 'break', 'num', 'milit', 'escap', 'attack', 'pakistan', 'jail']",3.0
"['meteorit', 'hit', 'central', 'russia', 'num', 'peopl', 'hurt']","['meteorit', 'hit', 'central', 'russia', 'num', 'hurt']",3.0
"['blizzard', 'bring', 'u', 'northeast', 'halt']","['blizzard', 'wallop', 'u', 'northeast', 'close', 'road']",4.2
"['nato', 'protest', 'acquit', 'terror', 'charg']","['nato', 'protest', 'convict', 'nonterror', 'charg']",1.6
"['credibl', 'line', 'syria']","['obama', 'congress', 'world', 'credibl', 'line']",1.4
"['taliban', 'agenda', 'u', 'pakistan']","['least', 'num', 'dead', 'big', 'quak', 'hit', 'pakistan']",0.0
"['egypt', 'interior', 'minist', 'surviv', 'bomb']","['egypt', 'interior', 'minist', 'surviv', 'bomb', 'attack']",5.0
"['china', 'yuan', 'weaken', 'num', 'usd', 'thursday']","['china', 'yuan', 'weaken', 'num', 'usd', 'tuesday']",2.0
"['obama', 'hold', 'talk', 'syria', 'action']","['cameron', 'lose', 'parliamentari', 'vote', 'syria', 'militari', 'action']",1.4
"['egypt', 'freez', 'muslim', 'brotherhood', 'asset']","['egypt', 'freez', 'muslim', 'brotherhood', 'fund']",5.0
"['zen', 'report', 'aint', 'easi', 'high', 'mainten']","['russian', 'meteorit', 'leaf', 'build', 'gape', 'open']",0.0
"['toni', 'abbott', 'sworn', 'new', 'australian', 'pm']","['toni', 'abbott', 'sworn', 'australia', 'pm']",4.6
"['egypt', 'armi', 'crack', 'brotherhood']","['egypt', 'militari', 'crack', 'muslim', 'brotherhood']",4.0
"['venezuela', 'assembl', 'meet', 'amid', 'chavez', 'health', 'crisi']","['assembl', 'meet', 'amid', 'chavez', 'crisi']",3.4
"['syria', 'opposit', 'threaten', 'quit', 'talk']","['syria', 'opposit', 'agre', 'talk']",2.0
"['suicid', 'bomber', 'kill', 'policeman', 'pakistan']","['suicid', 'bomber', 'kill', 'num', 'soldier', 'pakistan']",2.6
"['antigovern', 'protest', 'storm', 'street', 'kyiv']","['ukrain', 'protest', 'toppl', 'lenin', 'statu']",0.8
"['chicago', 'man', 'sentenc', 'terror', 'convict']","['kabul', 'bank', 'head', 'sentenc', 'corrupt']",1.0
"['u', 'drone', 'strike', 'kill', 'three', 'northwest', 'pakistan']","['u', 'drone', 'strike', 'kill', 'seven', 'north', 'waziristan']",2.4
"['track', 'fault', 'disrupt', 'train', 'servic', 'raffl', 'place', 'marina', 'bay']","['train', 'servic', 'disrupt', 'raffl', 'place', 'marina', 'bay']",4.2
"['man', 'sentenc', 'num', 'year', 'leak', 'govern', 'secret']","['briton', 'jail', 'num', 'year', 'sell', 'fake', 'bomb', 'detector']",1.0
"['uk', 'polic', 'say', 'terror', 'link', 'helicopt', 'crash']","['china', 'polic', 'seek', 'eight', 'suspect', 'crash']",1.0
"['suicid', 'bomber', 'kill', 'num', 'russia', 'south']","['suicid', 'bomber', 'kill', 'num', 'russia', 'volgograd']",1.8
"['num', 'kill', 'num', 'wound', 'violent', 'attack', 'iraq']","['num', 'kill', 'num', 'wound', 'fresh', 'attack', 'iraq']",1.8
"['kerri', 'visit', 'jordan', 'israelpalestinian', 'peac', 'agenda']","['kerri', 'postpon', 'visit', 'israel', 'one', 'week']",2.5
"['eurozon', 'jobless', 'hit', 'fresh', 'record', 'high']","['eu', 'jobless', 'hit', 'fresh', 'record']",4.4
"['nelson', 'mandela', 'real', 'hero', 'gandhi', 'nehru']","['nelson', 'mandela', 'health', 'unstabl']",1.4
"['face', 'bailout', 'tax', 'cypriot', 'tri', 'get', 'cash', 'bank']","['bailout', 'term', 'prompt', 'run', 'cypru', 'bank']",3.0
"['obama', 'sign', 'obamacar']","['american', 'scrambl', 'sign', 'obamacar', 'deadlin']",1.2
"['lanc', 'armstrong', 'confess', 'oprah']","['lanc', 'armstrong', 'confess', 'dope', 'oprah', 'interview']",4.2
"['andi', 'murray', 'deserv', 'knighthood', 'david', 'cameron', 'say']","['david', 'cameron', 'andi', 'murray', 'deserv', 'knighthood']",5.0
"['hushen', 'num', 'index', 'close', 'higher', 'oct', 'num']","['hushen', 'num', 'index', 'close', 'lower', 'march', 'num']",2.0
"['u', 'state', 'depart', 'fault', 'benghazi']","['state', 'dept', 'secur', 'chief', 'resign', 'benghazi']",2.4
"['soccerfr', 'host', 'australia', 'first', 'time', 'octob']","['nra', 'offici', 'face', 'question', 'first', 'time', 'sinc', 'controversi', 'remark']",0.0
"['honduran', 'ambassador', 'colombia', 'sack', 'wild', 'parti']","['hondura', 'ambassador', 'resign', 'alleg', 'embassi', 'orgi']",3.6
"['syria', 'must', 'destroy', 'chemic', 'weapon']","['libya', 'destroy', 'last', 'chemic', 'weapon']",2.4
"['moder', 'tremor', 'central', 'mediterranean']","['iran', 'moder', 'candid', 'win', 'presidenti', 'vote']",0.0
"['three', 'afghan', 'kill', 'suicid', 'attack']","['three', 'afghan', 'dead', 'new', 'blast', 'u', 'base', 'east', 'afghanistan']",3.6
"['suicid', 'bomb', 'hit', 'egypt', 'militari', 'sinai', 'kill', 'num']","['suicid', 'bomb', 'hit', 'egypt', 'militari', 'sinai', 'kill', 'num']",2.8
"['asian', 'market', 'gain', 'upbeat', 'u', 'econom', 'data']","['asian', 'market', 'lift', 'posit', 'u', 'china', 'data']",3.4
"['suicid', 'bomber', 'kill', 'num', 'pakistan', 'polit', 'ralli']","['suicid', 'bomber', 'kill', 'guard', 'u', 'embassi', 'turkey']",1.6
"['four', 'morsi', 'support', 'kill', 'egypt', 'clash']","['dozen', 'injur', 'morsi', 'support', 'clash', 'secur', 'forc']",2.2
"['student', 'take', 'ride', 'airwav']","['nummagnitud', 'quak', 'hit', 'taiwan']",0.0
"['pistoriu', 'offic', 'drop', 'case']","['pistoriu', 'offic', 'attempt', 'murder', 'charg']",2.2
"['vinni', 'jone', 'reveal', 'cancer', 'battl', 'new']","['vinni', 'jone', 'reveal', 'skin', 'cancer']",4.0
"['pakistani', 'taliban', 'chief', 'hakimullah', 'mehsud', 'kill', 'drone', 'strike']","['pakistan', 'taliban', 'vow', 'reveng', 'repay', 'hakimullah', 'kill', 'bloodsh']",2.6
"['dozen', 'kill', 'air', 'strike', 'bakeri', 'central', 'syria']","['dozen', 'kill', 'syrian', 'air', 'strike', 'bakeri']",5.0
"['gunman', 'kill', 'one', 'soldier', 'injur', 'two', 'other', 'pakistan']","['gunman', 'kill', 'num', 'polio', 'worker', 'pakistan']",2.0
"['polic', 'confirm', 'suspect', 'captur']","['raid', 'boston', 'marathon', 'bomb', 'suspect', 'captur', 'film']",2.2
"['destruct', 'syria', 'chemic', 'weapon', 'begin']","['destruct', 'syria', 'chemic', 'weapon', 'could', 'prove', 'difficult']",2.8
"['flood', 'canada', 'forc', 'evacu', 'anoth', 'citi']","['california', 'wildfir', 'forc', 'evacu', 'home', 'univers']",0.8
"['un', 'say', 'u', 'drone', 'violat', 'pakistan', 'sovereignti']","['un', 'u', 'drone', 'strike', 'violat', 'pakistan', 'sovereignti']",4.4
"['obama', 'prais', 'mandela', 'inspir']","['obama', 'hail', 'mandela', 'inspir', 'effect']",4.8
"['obama', 'come', 'listen', 'israel', 'palestinian']","['kerri', 'welcom', 'arab', 'plan', 'israelipalestinian', 'talk']",0.8
"['email', 'oil', 'firm', 'ask', 'trader', 'meet', 'minist']","['oil', 'firm', 'ask', 'rogu', 'trader', 'meet', 'minist']",4.2
"['death', 'toll', 'nigeria', 'polic', 'attack', 'rise', 'num']","['death', 'toll', 'kenya', 'bu', 'attack', 'rise', 'six']",1.4
"['syria', 'declar', 'chemic', 'weapon', 'sign', 'convent']","['russia', 'syria', 'work', 'concret', 'chemic', 'weapon', 'plan']",2.6
"['australia', 'scrap', 'soar', 'nation', 'debt', 'ceil']","['australian', 'pm', 'insist', 'argument', 'indonesia']",0.0
"['asian', 'market', 'hit', 'numwk', 'high', 'hope', 'u', 'debt', 'deal']","['asian', 'stock', 'hit', 'threeweek', 'high', 'hope', 'u', 'debt', 'deal']",4.8
"['italian', 'prime', 'minist', 'mario', 'monti', 'resign']","['palestinian', 'prime', 'minist', 'fayyad', 'resign']",1.4
"['south', 'africa', 'admit', 'mistak', 'schizophren', 'mandela', 'signer']","['south', 'africa', 'admit', 'possibl', 'mistak', 'deaf', 'signer', 'mandela', 'memori']",3.2
"['iran', 'say', 'seriou', 'issu', 'remain', 'nuclear', 'talk']","['iran', 'vow', 'preserv', 'peac', 'nuclear', 'program']",1.6
"['crowd', 'gather', 'bethlehem', 'christma']","['oh', 'littl', 'town', 'bethlehem', 'real']",2.0
"['seven', 'peacekeep', 'kill', 'sudan', 'darfur']","['peacekeep', 'kill', 'abyei', 'clash']",1.6
"['nato', 'patriot', 'missil', 'batteri', 'oper', 'syrian', 'border']","['obama', 'patriot', 'missil', 'batteri', 'troop', 'stay', 'jordan', 'near', 'syrian', 'border']",3.2
"['u', 'stock', 'tumbl', 'third', 'day', 'shutdown']","['stock', 'fall', 'third', 'day', 'govern', 'shutdown']",4.6
"['guinea', 'vote', 'longdelay', 'legisl', 'poll']","['equatoguinean', 'vote', 'legisl', 'poll']",3.4
"['nato', 'num', 'troop', 'kill', 'afghanistan', 'attack']","['nato', 'troop', 'kill', 'afghan', 'insid', 'attack']",3.0
"['isra', 'soldier', 'hit', 'palestinian', 'child', 'hebron']","['isra', 'soldier', 'kill', 'palestinian', 'woman', 'west', 'bank']",1.2
"['un', 'voic', 'alarm', 'isra', 'strike', 'syria']","['isra', 'offici', 'confirm', 'second', 'air', 'strike', 'syria']",2.2
"['egypt', 'armi', 'launch', 'new', 'air', 'raid', 'sinai', 'milit']","['egypt', 'launch', 'new', 'assault', 'sinai', 'milit']",3.4
"['french', 'forc', 'attack', 'alqaeda', 'mali', 'alli']","['battl', 'retak', 'north', 'mali', 'hundr', 'french', 'troop', 'drive', 'back', 'alqaidalink', 'rebel']",2.6
"['egyptian', 'polic', 'fire', 'tear', 'ga', 'brotherhood', 'protest']","['india', 'tear', 'ga', 'fire', 'gang', 'rape', 'protest']",1.2
"['syria', 'regim', 'agre', 'attend', 'peac', 'confer']","['syria', 'opposit', 'agre', 'principl', 'attend', 'peac', 'confer']",3.0
"['dozen', 'injur', 'boe', 'num', 'jet', 'crash', 'land', 'san', 'francisco', 'airport']","['asiana', 'air', 'boe', 'num', 'crash', 'land', 'san', 'francisco', 'airport']",3.8
"['num', 'child', 'die', 'fire', 'myanmar', 'mosqu', 'fire']","['myanmar', 'polic', 'say', 'num', 'child', 'die', 'electr', 'fire', 'mosqu']",4.6
"['u', 'senat', 'vote', 'fiscal', 'cliff', 'deal', 'deadlin', 'near']","['fiscal', 'cliff', 'hous', 'delay', 'vote', 'fiscal', 'cliff', 'deal', 'live']",2.8
"['man', 'knife', 'arrest', 'entranc', 'buckingham', 'palac']","['man', 'charg', 'buckingham', 'palac', 'arrest']",2.2
"['num', 'peopl', 'buri', 'colorado', 'avalanch']","['num', 'snowboard', 'kill', 'colorado', 'avalanch']",2.8
"['ban', 'kimoon', 'review', 'syria', 'chemic', 'arm', 'accord']","['ban', 'review', 'syria', 'chemic', 'arm', 'accord']",3.6
"['iraqi', 'presid', 'hospit', 'due', 'health', 'problem']","['iraqi', 'presid', 'hospit', 'suffer', 'stroke']",3.6
"['malaysia', 'longrul', 'coalit', 'hang', 'power']","['malaysia', 'rule', 'coalit', 'win', 'major']",3.8
"['explos', 'near', 'iranian', 'embassi', 'beirut']","['two', 'blast', 'near', 'iranian', 'embassi', 'beirut']",4.2
"['num', 'hurt', 'new', 'orlean', 'shoot']","['polic', 'num', 'hurt', 'nola', 'mother', 'day', 'shoot']",4.2
"['hagel', 'lament', 'polit', 'chang', 'u', 'defenc', 'budget']","['hagel', 'defend', 'propos', 'cut', 'defens', 'spend']",2.4
"['u', 'ban', 'carryon', 'liquid', 'gel', 'flight', 'russia']","['u', 'ban', 'carryon', 'liquid', 'direct', 'flight', 'russia']",4.4
"['egypt', 'brotherhood', 'stand', 'ground', 'kill']","['egypt', 'muslim', 'brotherhood', 'stand', 'behind', 'morsi']",2.4
"['nato', 'troop', 'kill', 'two', 'afghan', 'child']","['nato', 'strike', 'kill', 'num', 'afghan', 'child']",3.0
"['iranian', 'presid', 'call', 'new', 'nuclear', 'talk']","['iranian', 'minist', 'blame', 'west', 'fail', 'nuke', 'talk']",2.0
"['flood', 'kill', 'two', 'forc', 'num', 'calgari', 'home']","['flood', 'forc', 'num', 'canada', 'home']",3.4
"['num', 'nato', 'troop', 'kill', 'afghanistan']","['eight', 'nato', 'troop', 'kill', 'afghanistan']",2.6
"['typhoon', 'fitow', 'make', 'landfal', 'east', 'china']","['typhoon', 'fitow', 'slam', 'southeastern', 'china']",3.8
"['mandela', 'spend', 'christma', 'hospit']","['mandela', 'movi', 'open', 'month', 'south', 'africa']",0.2
"['exit', 'poll', 'suggest', 'putin', 'alli', 'win', 'moscow', 'vote']","['exit', 'poll', 'show', 'putin', 'alli', 'win', 'moscow', 'vote', 'navalni', 'cri', 'foul']",3.4
"['judg', 'enter', 'guilti', 'plea', 'jame', 'holm']","['guilti', 'plea', 'jame', 'holm', 'insan', 'option', 'still', 'tabl']",4.0
"['least', 'num', 'kill', 'spain', 'train', 'crash']","['least', 'num', 'kill', 'tripl', 'car', 'bomb', 'iraq', 'diyala']",1.0
"['chri', 'froom', 'ride', 'tour', 'de', 'franc', 'endgam']","['chri', 'brown', 'concert', 'cancel', 'new']",0.0
"['appl', 'app', 'direct', 'driver', 'alaska', 'airport', 'runway']","['appl', 'app', 'send', 'driver', 'airport']",3.6
"['suspect', 'u', 'drone', 'kill', 'num', 'milit', 'pakistan']","['u', 'drone', 'kill', 'num', 'milit', 'pakistan']",3.4
"['franci', 'begin', 'papaci', 'prayer']","['pope', 'franci', 'slip', 'vatican', 'prayer']",3.6
"['u', 'senat', 'meet', 'path', 'fiscal', 'impass', 'still', 'elus']","['u', 'senat', 'rare', 'sunday', 'session', 'day', 'amid', 'fiscal', 'impass']",3.6
"['egypt', 'brotherhood', 'beleagu', 'leader']","['egypt', 'muslim', 'brotherhood', 'set', 'mass', 'march']",1.8
"['china', 'new', 'stealth', 'frigat', 'commiss']","['belaru', 'latvia', 'set', 'border', 'commiss']",0.2
"['iraq', 'violenc', 'kill', 'num']","['iraq', 'violenc', 'kill', 'seven']",2.2
"['protest', 'continu', 'tens', 'ukrain', 'capit']","['protest', 'continu', 'brazil']",1.6
"['briton', 'releas', 'kidnap', 'egypt', 'sinai', 'sourc']","['bedouin', 'releas', 'two', 'briton', 'seiz', 'egypt', 'sinai']",3.2
"['syria', 'welcom', 'iran', 'nuclear', 'deal']","['iran', 'six', 'world', 'power', 'clinch', 'breakthrough', 'nuclear', 'deal']",3.0
"['israel', 'face', 'european', 'backlash', 'settlement', 'plan']","['israel', 'call', 'account', 'latest', 'settlement', 'plan', 'european', 'countri']",3.6
"['obama', 'joke', 'report', 'dinner']","['obama', 'poke', 'fun', 'critic', 'press', 'dinner']",2.2
"['allen', 'respond', 'farrow', 'abus', 'claim', 'letter']","['allen', 'defend', 'self', 'farrow', 'abus', 'claim']",4.2
"['num', 'inmat', 'escap', 'libya', 'alkweifiya', 'prison']","['num', 'prison', 'escap', 'libyan', 'jail']",4.4
"['nuclear', 'option']","['photo', 'show', 'n', 'korea', 'nuclear', 'readi']",1.2
"['forex', 'amp', 'gold', 'num', 'march', 'num']","['forex', 'gold', 'num', 'march', 'num']",2.6
"['islamist', 'kill', 'num', 'suicid', 'attack', 'niger']","['car', 'bomb', 'kill', 'num', 'turkish', 'town', 'near', 'syrian', 'border']",1.0
"['u', 'determin', 'syria', 'use', 'chemic', 'weapon']","['un', 'vote', 'elimin', 'syria', 'chemic', 'weapon']",2.8
"['snowden', 'father', 'arriv', 'moscow']","['edward', 'snowden', 'father', 'moscow']",4.2
"['pakistani', 'taliban', 'name', 'new', 'leader', 'drone', 'strike']","['pakistani', 'taleban', 'chief', 'kill', 'u', 'drone', 'strike']",2.2
"['twin', 'bomb', 'pakistan', 'kill', 'least', 'num']","['milit', 'battl', 'pakistani', 'polic']",1.2
"['muslim', 'brotherhood', 'support', 'dy', 'cairo', 'clash']","['muslim', 'brotherhood', 'support', 'die', 'egypt', 'clash']",3.6
"['facebook', 'earn', 'jump', 'num', 'mobil', 'ad', 'acceler']","['facebook', 'profit', 'jump', 'user', 'base', 'expand']",3.4
"['syria', 'envoy', 'call', 'nation', 'uniti', 'govern']","['syria', 'envoy', 'call', 'polit', 'chang', 'end', 'conflict']",2.2
"['thirtyseven', 'dead', 'itali', 'tour', 'bu', 'plung']","['thirti', 'dead', 'italian', 'bu', 'plung']",3.2
"['roger', 'videotron', 'extend', 'reach', 'networkshar', 'deal']","['roger', 'videotron', 'reach', 'networkshar', 'spectrum', 'deal']",4.2
"['china', 'stock', 'end', 'lower', 'thursday']","['china', 'stock', 'close', 'lower', 'thursday']",5.0
"['topless', 'woman', 'protest', 'berlusconi', 'vote', 'elect']","['bulgaria', 'presid', 'back', 'protest', 'oppos', 'snap', 'elect']",0.6000000000000001
"['indonesia', 'schoolchildren', 'among', 'num', 'kill', 'indonesia', 'volcano', 'erupt']","['indonesia', 'six', 'dead', 'indonesian', 'volcan', 'erupt']",2.8
"['deal', 'reach', 'new', 'italian', 'govern']","['itali', 'swear', 'new', 'coalit', 'govern']",3.4
"['obama', 'mourn', 'death', 'icon', 'nelson', 'mandela']","['south', 'african', 'mourn', 'celebr', 'mandela']",1.8
"['goa', 'first', 'step', 'modi', 'march', 'delhi']","['first', 'time', 'histori', 'technion', 'teach', 'engin', 'russia']",0.0
"['singapor', 'stock', 'close', 'num', 'higher']","['indian', 'stock', 'open', 'higher']",1.8
"['maldiv', 'hold', 'fresh', 'elect', 'presid']","['maldiv', 'hold', 'fresh', 'presidenti', 'elect']",4.6
"['egypt', 'announc', 'arrest', 'num', 'muslim', 'brotherhood', 'support']","['egypt', 'order', 'arrest', 'brotherhood', 'chief', 'badi']",1.8
"['new', 'world', 'trade', 'center', 'declar', 'tallest', 'build', 'u']","['one', 'world', 'trade', 'center', 'name', 'tallest', 'u', 'build']",4.2
"['paper', 'say', 'mar', 'num', 'num']","['paper', 'say', 'june', 'num', 'num']",1.8
"['israel', 'greenlight', 'num', 'settler', 'home']","['israel', 'unveil', 'num', 'settler', 'home']",3.2
"['pier', 'morgan', 'question', 'polic']","['pier', 'morgan', 'interview', 'polic', 'hack', 'case']",3.6
"['mumbai', 'photojournalist', 'gangrap', 'case', 'crack', 'five', 'accus', 'arrest']","['mumbai', 'journalist', 'gangrap', 'case', 'five', 'accus', 'arrest']",4.8
"['isra', 'arrest', 'yemen', 'mossad', 'spi']","['isra', 'forc', 'detain', 'num', 'hebron', 'arrest', 'raid']",1.6
"['pakistani', 'girl', 'learn', 'hard', 'lesson']","['pakistani', 'girl', 'shot', 'taliban', 'appear', 'video']",1.8
"['egypt', 'interim', 'presid', 'appoint', 'num', 'advisor']","['egypt', 'interim', 'presid', 'swear', 'new', 'cabinet']",2.8
"['china', 'launch', 'first', 'airtoair', 'missil', 'chopper']","['china', 'court', 'sentenc', 'bo', 'xilai', 'life', 'imprison', 'corrupt']",0.6000000000000001
"['uk', 'confirm', 'fear', 'syria', 'chemic', 'weapon']","['end', 'near', 'syria', 'chemic', 'weapon']",1.4
"['egypt', 'crackdown', 'draw', 'condemn']","['egypt', 'egypt', 'crackdown', 'spark', 'global', 'outrag']",4.6
"['egypt', 'swear', 'new', 'interim', 'leader']","['egypt', 'armi', 'crack', 'brotherhood']",0.6000000000000001
"['car', 'bomb', 'kill', 'num', 'pakistan']","['suicid', 'bomber', 'kill', 'num', 'pakistan']",2.6
"['senior', 'pakistani', 'taliban', 'command', 'captur', 'afghanistan']","['pakistan', 'shiit', 'demand', 'protect', 'milit']",0.6000000000000001
"['driver', 'spanish', 'train', 'crash', 'face', 'question', 'judg']","['train', 'driver', 'spain', 'crash', 'question', 'judg']",5.0
"['stock', 'close', 'num', 'higher']","['singapor', 'stock', 'close', 'num', 'pct', 'lower']",1.6
"['u', 'releas', 'initi', 'report', 'frack', 'impact', 'water']","['men', 'china', 'detain', 'take', 'girl', 'hotel']",0.0
"['russia', 'alon', 'blame', 'syrian', 'rebel', 'chemic', 'attack', 'u']","['russia', 'ask', 'un', 'consid', 'inquiri', 'syria', 'chemic', 'arm', 'use']",2.6
"['philippin', 'rebel', 'reach', 'wealthshar', 'deal']","['philippin', 'rebel', 'reach', 'wealth', 'deal']",5.0
"['death', 'toll', 'west', 'china', 'violenc', 'rise', 'num']","['urgent', 'death', 'toll', 'ne', 'china', 'fire', 'rise', 'num']",1.2
"['imran', 'contest', 'four', 'na', 'seat']","['imran', 'khan', 'contest', 'elect', 'four', 'na', 'seat']",4.75
"['trailblaz', 'isra', 'electr', 'car', 'compani', 'better', 'place', 'fold']","['trailblaz', 'isra', 'electr', 'car', 'compani', 'fold']",4.4
"['houston', 'texan', 'head', 'coach', 'gari', 'kubiak', 'hospit', 'collaps', 'game']","['texan', 'coach', 'gari', 'kubiak', 'stabl', 'condit', 'collaps']",2.8
"['propak', 'taliban', 'warlord', 'kill', 'u', 'drone', 'strike']","['taliban', 'command', 'kill', 'u', 'drone', 'strike']",4.4
"['car', 'bomb', 'kill', 'num', 'northwest', 'syria']","['car', 'bomb', 'northern', 'syria', 'kill', 'num']",4.6
"['south', 'korean', 'soldier', 'kill', 'man', 'tri', 'cross', 'border', 'north']","['north', 'korea', 'shut', 'last', 'remain', 'hotlin', 'south']",1.0
"['num', 'dead', 'spanish', 'train', 'crash']","['num', 'dead', 'spanish', 'highspe', 'train', 'crash']",3.4
"['five', 'foreign', 'sentenc', 'death', 'drug', 'smuggl', 'egypt']","['egypt', 'sentenc', 'pakistani', 'amid', 'num', 'death', 'drug', 'smuggl']",4.2
"['french', 'train', 'derail', 'south', 'pari']","['french', 'train', 'passeng', 'tell', 'crash', 'ordeal']",1.2
"['former', 'spokesman', 'u', 'presid', 'ronald', 'reagan', 'dy']","['former', 'reagan', 'spokesman', 'larri', 'speak', 'dy', 'num']",4.2
"['egypt', 'vote', 'new', 'constitut']","['egyptian', 'vote', 'divis', 'constitut']",3.8
"['obama', 'meet', 'mandela', 'famili', 'icon', 'remain', 'hospit']","['obama', 'meet', 'mandela', 'famili', 'wont', 'visit', 'hospit']",2.8
"['weak', 'earn', 'drag', 'u', 'stock', 'lower', 'earli', 'trade']","['weak', 'earn', 'drag', 'stock', 'lower', 'wall', 'street']",3.8
"['three', 'fear', 'dead', 'helicopt', 'crash', 'pub']","['three', 'fear', 'dead', 'helicopt', 'pub', 'crash']",5.0
"['nigeria', 'lawmak', 'charg', 'alleg', 'briberi']","['nigerian', 'mp', 'charg', 'accept', 'numm', 'bribe']",3.4
"['rupe', 'num', 'paisa', 'v', 'dollar', 'earli', 'trade']","['rupe', 'num', 'paisa', 'dollar', 'earli', 'trade']",1.8
"['israel', 'pere', 'urg', 'return', 'peac', 'talk']","['israel', 'pere', 'call', 'return', 'peac', 'talk']",5.0
"['obama', 'set', 'speak', 'syria', 'white', 'hous', 'num', 'pm', 'edt']","['obama', 'deliv', 'statement', 'syria', 'white', 'hous', 'num', 'pm']",5.0
"['indian', 'stock', 'open', 'lower']","['indian', 'stock', 'close', 'lower']",1.8
"['u', 'readi', 'possibl', 'solo', 'action', 'syria']","['u', 'make', 'case', 'action', 'syria']",3.4
"['brief', 'clash', 'polic', 'belfast']","['mourner', 'clash', 'polic', 'tunisia']",1.2
"['china', 'quak', 'death', 'toll', 'rise']","['china', 'flu', 'death', 'toll', 'rise', 'six']",1.4
"['four', 'arrest', 'bangladesh', 'build', 'toll', 'rise', 'num']","['owner', 'arrest', 'bangladesh', 'build', 'toll', 'reach', 'num']",2.6
"['ri', 'condemn', 'use', 'chemic', 'weapon', 'syria']","['question', 'aris', 'chemic', 'weapon', 'claim', 'syria']",2.6
"['strong', 'new', 'quak', 'hit', 'shatter', 'pak', 'region']","['power', 'new', 'earthquak', 'hit', 'shatter', 'pakistan', 'region']",4.8
"['indian', 'troop', 'kill', 'pakistani', 'soldier', 'along', 'kashmir', 'line', 'control']","['indian', 'troop', 'raid', 'pakistani', 'militari', 'post']",1.2
"['pope', 'benedict', 'xvi', 'say', 'goodby', 'cardin']","['pope', 'benedict', 'xvi', 'depart', 'vatican', 'last', 'time']",3.6
"['china', 'new', 'carrier', 'extend', 'militari', 'modern', 'drive']","['chines', 'vice', 'premier', 'meet', 'australian', 'governorgener']",1.2
"['brazilian', 'leader', 'hold', 'crisi', 'talk', 'street', 'protest']","['brazil', 'leader', 'promis', 'reform', 'vote']",1.6
"['tropic', 'storm', 'andrea', 'zip', 'east', 'coast']","['tropic', 'storm', 'andrea', 'slide', 'east', 'coast']",4.0
"['four', 'dead', 'indonesia', 'train', 'accid']","['five', 'dead', 'indonesia', 'train', 'collid', 'fuel', 'truck']",3.4
"['israel', 'advanc', 'plan', 'build', 'num', 'settlement', 'home']","['israel', 'unveil', 'plan', 'new', 'settler', 'home']",3.8
"['miss', 'new', 'york', 'win', 'miss', 'america', 'crown']","['miss', 'new', 'york', 'crown', 'miss', 'america']",5.0
"['austrian', 'found', 'hoard', 'num', 'stolen', 'skull', 'home', 'museum']","['austrian', 'man', 'charg', 'num', 'human', 'skull', 'found', 'home']",4.4
"['u', 'set', 'obama', 'inaugur']","['u', 'hous', 'back', 'new', 'sanction', 'iran', 'inaugur']",0.4
"['suspect', 'saudi', 'milit', 'dy', 'lebanes', 'custodi']","['suspect', 'u', 'drone', 'kill', 'num', 'milit', 'yemen']",0.4
"['man', 'set', 'fire', 'nation', 'mall']","['man', 'set', 'fire', 'washington', 'nation', 'mall']",4.8
"['num', 'kill', 'attack', 'iraq']","['num', 'kill', 'attack', 'across', 'iraq']",2.0
"['thousand', 'protest', 'gay', 'marriag']","['thousand', 'protest', 'gay', 'marriag', 'franc']",3.2
"['india', 'ink', 'imag', 'day', 'januari', 'num']","['india', 'ink', 'imag', 'day', 'march', 'num']",1.0
"['u', 'capitol', 'hill', 'lockdown', 'shot', 'fire']","['watch', 'live', 'u', 'capitol', 'lockdown', 'report', 'shot', 'fire']",4.8
